Clave,Nombre,Latitud,Longitud
16220,SAN SIMON,20.1177777778,-102.3741666667
16221,FRUTICULTORES,19.8730555556,-100.8144444444
16222,LA RINCONADA,20.0433333333,-102.2872222222
16223,LA ESPERANZA,20.0536111111,-102.4111111111
16224,TANHUATO (DGE),20.2819444444,-102.3319444444
16225,VILLA JIMENEZ II,19.9230555556,-101.7469444444
16227,LAZARO CARDENAS,18.0336111111,-102.1958333333
16228,ACAHUATO,19.1477777778,-102.3325
16229,ADJUNTAS,19.9133333333,-102.2038888889
16230,LAS CRUCES,19.0652777778,-101.4277777778
16231,LAS CRUCES BARRERAS,19.9388888889,-101.3833333333
16232,EL DEVANADOR,19.3841666667,-100.8247222222
16233,EPITACIO HUERTA,20.1491666667,-100.2972222222
16234,GALEANA,20.0388888889,-101.575
16235,HUAJUMBARO,19.6791666667,-100.7416666667
16236,EL JOVERO,18.5777777778,-102.7963888889
16237,EL LIMON,18.9308333333,-100.5647222222
16238,MELCHOR OCAMPO,19.0955555556,-100.6586111111
16239,MEXCALHUACAN,18.0791666667,-102.6561111111
16240,EL PUEBLITO,19.8222222222,-101.9291666667
16241,TAFETAN,19.4238888889,-100.9072222222
16242,TUMBISCATIO,18.5422222222,-102.375
16243,ZIQUITARO,20.0611111111,-101.8888888889
16244,TIQUICHEO,18.9027777778,-100.7361111111
16245,SAN CARLOS II,19.2416666667,-100.7897222222
16247,CAPULA,19.675,-101.3916666667
16248,CAURIO DE GUADALUPE,19.9202777778,-101.8583333333
16250,HUANDACAREO,19.9888888889,-101.275
16251,PATAMBAN,19.8025,-102.2888888889
16252,SAN LORENZO,19.95,-100.4333333333
16253,TANACO,19.7375,-102.0791666667
16254,TEREMENDO,19.7833333333,-101.4777777778
16255,UCAREO,19.9,-100.6916666667
16257,SANTA ISABEL DE AJUNO,19.5,-101.5833333333
16258,PRESA TUXPAN,19.5397222222,-100.4822222222
16259,TZINDIO,19.4030555556,-102.1088888889
16512,EL COLEGIO,19.7725,-101.1780555556
16513,EL JACAL (DGE),19.8861111111,-101.3361111111
16514,JARIPEO,19.6511111111,-100.4827777778
16515,LA SANDIA,19.2633333333,-101.6752777778
17001,ATLATLAHUACAN,18.9366666667,-98.9280555556
17002,COLONIA EMPLEADO,18.9483333333,-99.2308333333
17003,CUAUTLA (SMN),18.8041666667,-98.9508333333
17004,CUERNAVACA (DGE),18.9186111111,-99.2341666667
17005,CUAUTLA (DGE),18.8102777778,-98.9508333333
17006,EL RODEO,18.7786111111,-99.3236111111
17007,HUAJINTLAN,18.61,-99.4244444444
17008,HUAUTLA,18.44,-99.025
17009,C.B.T.A.154 HUITZILAC,19.0283333333,-99.2672222222
17012,OAXTEPEC,18.9063888889,-98.9702777778
17013,TEMILPA,18.7058333333,-99.0938888889
17014,TEMIXCO,18.8544444444,-99.2272222222
17015,TEPALCINGO,18.5963888889,-98.8436111111
17016,TEQUESQUITENGO,18.6111111111,-99.2597222222
17017,TETELCINGO,18.8666666667,-98.9333333333
17018,TICUMAN,18.7591666667,-99.1211111111
17019,TILZAPOTLA,18.4877777778,-99.3061111111
17020,TLACOTEPEC,18.8133333333,-98.75
17021,TLACUALERA,18.6166666667,-98.9436111111
17022,TRES CUMBRES,19.0366666667,-99.2580555556
17023,XICATLACOTLA,18.5191666667,-99.1919444444
17024,YAUTEPEC,18.8544444444,-99.0216666667
17025,YECAPIXTLA (SMN),18.85,-98.8666666667
17026,C.A.E. LA VICTORIA,18.6366666667,-99.2008333333
17028,JONACATEPEC,18.6916666667,-98.8247222222
17029,PALPAN,18.8675,-99.4291666667
17030,AXOCHIAPAN,18.5,-98.75
17031,JOJUTLA (DGE),18.5838888889,-99.1841666667
17032,SAN GABRIEL,18.6166666667,-99.35
17033,XICATLACOTLA (CFE),18.45,-99.1
17036,LAGUNILLAS DE RAYON,18.4833333333,-98.7166666667
17037,ESCUELA DE BIOLOGIA UAEM,18.9833333333,-99.2333333333
17038,NEXPA,18.52,-99.145
17039,SAN JUAN TLACOTENCO,19.0391666667,-99.0938888889
17042,ZACATEPEC (OBS),18.65,-99.1833333333
17043,E.T.A. 118 YECAPIXTLA,18.8916666667,-98.8583333333
17044,E.T.A. 040 AMACUZAC,18.5986111111,-99.3694444444
17045,HUECAHUAXCO E-7,18.9119444444,-98.7530555556
17046,HUEYAPAN E-4,18.885,-98.6902777778
17047,HUITZILAC,19.0583333333,-99.2741666667
17048,PUENTE OCUITUCO E-5,18.8780555556,-98.7752777778
17049,TEPOZTLAN E-12,18.9852777778,-99.0997222222
17050,TLAYACAPAN E-11,18.9555555556,-98.9727777778
17051,TOTOLAPAN E-10,18.9869444444,-98.9197222222
17052,YECAPIXTLA (DGE),18.8833333333,-98.865
17054,MOYOTEPEC,18.6708333333,-98.9752777778
17055,TENANGO,18.6205555556,-98.7469444444
17056,SAN PABLO HIDALGO,18.5819444444,-99.0447222222
17057,EL LIMON,18.5311111111,-98.9375
17058,CUENTEPEC,18.8602777778,-99.3263888889
17059,COATLAN DEL RIO,18.7452777778,-99.4333333333
17060,ALPONOCAN,18.9311111111,-98.6897222222
17061,APANCINGO,18.68,-99.4636111111
17062,CHAVARRIA,18.7258333333,-99.4691666667
17063,TECAJEC,18.7980555556,-98.8122222222
17064,TECOMALCO,18.6508333333,-98.9925
17065,VALLE DE VAZQUEZ,18.5291666667,-99.07
17066,EL VIGIA,19.01,-98.96
17068,ACHICHIPICO D-4,18.9472222222,-98.8291666667
17069,AHUEHUETZINGO,18.7177777778,-99.2786111111
17070,APLUYECA,18.7436111111,-99.2580555556
17071,PROGRESO,18.88,-99.1533333333
17072,ALPUYECA,18.735,-99.2658333333
17073,CUAUTLITA,18.7002777778,-99.3844444444
17074,EL HIGUERON,18.5775,-99.1805555556
17075,JOJUTLA (SMN),18.5833333333,-99.1833333333
17076,PUENTE DE IXTLA,18.6291666667,-99.3258333333
17077,XOXOCOTLA,18.685,-99.2438888889
18001,ACAPONETA,22.49,-105.3541666667
18002,AHUACATLAN,21.055,-104.4841666667
18003,AMATLAN DE CA?AS (SMN),20.8,-104.4
18004,CAPOMAL,21.8394444444,-105.1211111111
18005,CERRO BLANCO,21.3766666667,-104.6183333333
18006,COMPOSTELA,21.2333333333,-104.9166666667
18007,CUCHARAS,22.8183333333,-105.305
18008,DESPE?ADERO,21.8413888889,-104.7225
18009,EL CARRIZAL (CFE),21.8269444444,-104.8302777778
18010,EL REFILION,21.3094444444,-104.9066666667
18011,GUADALUPE OCOTAN,21.8883333333,-104.3561111111
18012,HUAJICORI,22.6375,-105.3208333333
18013,HUAJIMIC,21.6825,-104.3161111111
18014,HUAYNAMOTA,21.9197222222,-104.5136111111
18015,ISLA MARIA MADRE (OBS),21.6327777778,-106.5391666667
18016,IXTLAN DEL RIO,21.0333333333,-104.375
18017,JALCOCOTAN,21.4794444444,-105.1061111111
18018,JESUS MARIA,22.2552777778,-104.5161111111
18019,JUMATAN (CFE),21.65,-105.0333333333
18020,LA YESCA,21.3244444444,-104.0125
18021,LAS GAVIOTAS,20.8897222222,-105.1366666667
18022,MEXCALTITAN,21.905,-105.4761111111
18023,MIRAVALLES,21.2988888889,-104.8766666667
18024,NAVARRETE,21.6469444444,-105.1152777778
18025,PASO DE AROCHA,21.2752777778,-105.0811111111
18026,PUERTA DE PLATANARES,21.9183333333,-104.9847222222
18027,ROSARITO,22.1669444444,-105.0052777778
18028,ROSAMORADA,22.1222222222,-105.2038888889
18029,SAN BLAS,21.5438888889,-105.2833333333
18030,SAN JOSE VALLE,20.7438888889,-105.2294444444
18031,SAN JUAN PEYOTAN,22.3611111111,-104.4316666667
18032,SAN PEDRO,21.9583333333,-105.1425
18033,SAN PEDRO IXCATAN,22.05,-104.9166666667
18034,SANTIAGO IXCUINTLA,21.8136111111,-105.2033333333
18035,TACHICHILPA,22.7983333333,-105.265
18036,TECUALA,22.4055555556,-105.4583333333
18037,EL TIZATE,21.8033333333,-105.1155555556
18038,TEPIC,21.5,-104.8833333333
18039,TEPIC (OBS),21.4891666667,-104.8930555556
18040,TETITLAN (CFE),21.1166666667,-104.6
18041,TUXPAN,21.9436111111,-105.2994444444
18042,VALLE DE BANDERAS,20.8033333333,-105.2461111111
18043,ZACUALPAN,21.25,-105.1666666667
18044,AMATLAN DE CA?AS (DGE),20.8061111111,-104.4027777778
18045,EL CARRIZAL,21.8272222222,-104.575
18052,AHUACATLAN (FFCC),21.0541666667,-104.4841666667
18053,AGUIRRE (FFCC),21.4833333333,-104.7166666667
18055,IXTLAN DEL RIO (FFCC),21.0375,-104.3908333333
18056,MORADA (FFCC),22.1219444444,-105.2036111111
18057,NANCHI (FFCC),21.7983333333,-105.0619444444
18058,ROSETA (FFCC),21.7555555556,-104.9180555556
18061,TETITLAN (FFCC),21.1194444444,-104.6211111111
18062,E.T.A. 041 GUADALUPE VICTORIA,21.6794444444,-105.3272222222
18063,CHAPALACANA,21.9441666667,-104.5
18064,E.T.A. 042 LAS VARAS,21.1780555556,-105.1366666667
18065,AMADO NERVO,21.725,-105.0333333333
18068,PAJARITOS,22.3777777778,-105.2541666667
18069,EL VERDINE?O,21.7166666667,-105.1333333333
18070,LA ESTANCIA,22.5916666667,-105.3416666667
18071,GUADALUPE VICTORIA,21.5833333333,-105.3333333333
18072,PALMAR DE CUAUTLA,22.2197222222,-105.6458333333
18073,PRESA DEL BA?O,21.6075,-104.7377777778
18074,PUNTA DE MITA,20.7716666667,-105.2194444444
18075,CACALUTLAN,21.1158333333,-104.2608333333
18076,LOS CORCHOS,21.7977777778,-105.3041666667
18077,CUASTECOMATILLO,21.0430555556,-104.7538888889
18078,SAN ANDRES MILPILLAS,22.8633333333,-105.1183333333
18079,TRIGOMIL,21.3747222222,-104.7916666667
18080,SAN MARCOS,20.9569444444,-105.3533333333
18081,SAN PEDRO LAGUNILLAS,21.2175,-104.7544444444
18082,CORDON DEL JILGUERO,21.9272222222,-104.9608333333
18083,CUMBRES DE HUICICILA,21.3180555556,-105.0130555556
18084,MESA DE PEDRO Y PABLO,22.4333333333,-105.1708333333
18085,EL NARANJO,22.0341666667,-104.8619444444
19001,LAS ADJUNTAS,25.3,-100.1408333333
19002,AGUA BLANCA,25.5441666667,-100.5230555556
19003,ALLENDE,25.2836111111,-100.0202777778
19004,APODACA,25.7936111111,-100.1972222222
19005,ARAMBERRI I,24.1030555556,-99.8183333333
19006,BUSTAMANTE,26.55,-100.5166666667
19007,CABEZONES,24.9911111111,-99.7419444444
19008,CADEREYTA,25.5902777778,-99.975
19009,CASILLAS,25.1963888889,-100.2141666667
19010,CERRALVO (DGE),26.09,-99.6175
19011,CERRO PRIETO,24.9380555556,-99.3852777778
19012,CIENEGA DE FLORES,25.9522222222,-100.1722222222
19013,CIENEGA DEL TORO,25.0847222222,-100.3333333333
19014,DULCES NOMBRES,24.0019444444,-99.575
19015,EL CERRITO,25.51,-100.1933333333
19016,EL CUCHILLO,25.7180555556,-99.2558333333
19017,EL MARRUBIAL (CFE),25.4611111111,-100.3038888889
19018,EL PAJONAL,25.4897222222,-100.3888888889
19019,EL REALITO,25.2969444444,-99.3488888889
19020,EL POTOSI,24.8433333333,-100.3208333333
19021,GARZA AYALA,26.4913888889,-100.0583333333
19022,GENERAL BRAVO (DGE),25.8013888889,-99.1755555556
19023,CAMPO EXPERIMENTAL INIA,25.25,-99.6833333333
19024,ANAHUAC,27.2383333333,-100.1313888889
19025,HIGUERAS (SMN),25.95,-100.0166666667
19026,ICAMOLE,25.9411111111,-100.6869444444
19027,ITURBIDE,24.7252777778,-99.9047222222
19028,LAMPAZOS (SMN),27.0780555556,-100.4908333333
19029,LA ARENA,25.7433333333,-99.8744444444
19030,LA CIENEGA DE GONZALEZ,25.3741666667,-100.2338888889
19031,LA CRUZ,25.5463888889,-100.5230555556
19032,CARBONERA,24.81,-100.7866666667
19033,LAGUNA DE SANCHEZ,25.3461111111,-100.28
19034,PABLILLO (SMN),24.8569444444,-99.5555555556
19035,CAMACHO,24.8719444444,-99.5788888889
19036,LA POPA,26.1638888889,-100.8277777778
19037,LAS PRESAS,24.3136111111,-100.0319444444
19038,LAS COMITAS,25.5133333333,-100.3558333333
19039,LAS ENRAMADAS,25.5013888889,-99.5213888889
19040,LOS ALDAMAS,26.0644444444,-99.1966666667
19041,LOS HERRERAS,25.8975,-99.4008333333
19042,LOS RAMONES,25.6913888889,-99.6305555556
19043,MADERO,26.0222222222,-99.1966666667
19044,MAMULIQUE,26.1172222222,-100.2283333333
19045,MINA,26.0022222222,-100.5333333333
19046,MIER Y NORIEGA (SMN),23.4225,-100.1180555556
19047,MIMBRES,24.9738888889,-100.2586111111
19048,MONTEMORELOS,25.1819444444,-99.8322222222
19049,MONTERREY,25.6825,-100.2669444444
19050,SAN JOSE DE RAICES,24.5666666667,-100.2383333333
19051,POTRERO REDONDO,25.2622222222,-100.1605555556
19052,MONTERREY (OBS),25.7336111111,-100.3047222222
19053,RAYONES,25.0208333333,-100.0772222222
19054,RINCONADA,25.6811111111,-100.7175
19055,SALINILLAS,27.4291666667,-100.3738888889
19056,SAN JUAN,25.5433333333,-99.8402777778
19057,SAN RAFAEL,25.0263888889,-100.5486111111
19058,SANTA CATARINA,25.6572222222,-100.4455555556
19059,SANTA ROSA,24.1725,-100.2872222222
19060,SOMBRERETILLO,26.3413888889,-99.94
19061,TOPO CHICO,25.7180555556,-100.3225
19062,TUNEL DE SAN FRANCISCO,25.4066666667,-100.1833333333
19063,VALLECILLO (DGE),26.6580555556,-99.9863888889
19064,VAQUERIAS,25.1283333333,-99.0402777778
19065,SANTIAGO,25.4333333333,-100.1666666667
19066,ZARAGOZA (SMN),23.9833333333,-99.75
19067,EL RUCIO,24.6963888889,-100.4419444444
19068,DOCTOR ARROYO (SMN),23.65,-100.1833333333
19069,LA BOCA,25.4294444444,-100.1288888889
19070,LAMPAZOS (DGE),27.0333333333,-100.5166666667
19071,PARAS,26.4933333333,-99.5241666667
19072,CAMARON,27.2833333333,-100.0833333333
19073,GALEANA (SMN),24.8166666667,-100.0666666667
19074,GENERAL BRAVO (SMN),25.7927777778,-99.1808333333
19075,DOCTOR ARROYO II (DGE),23.6716666667,-100.1747222222
19077,VALLECILLO (SMN),26.6597222222,-99.9869444444
19079,EL REFUGIO DE LOS IBARRA,24.4411111111,-100.3572222222
19082,ARAMBERRI II,24.1666666667,-99.8333333333
19083,EJIDO ACU?A,23.65,-100.0833333333
19084,E.T.A. 044 SABINAS HIDALGO,26.5,-100.0833333333
19085,GALEANA (DGE),24.8144444444,-100.0747222222
19086,MIER Y NORIEGA (DGE),23.4230555556,-100.1177777778
19087,ZARAGOZA (DGE),23.9805555556,-99.7791666667
19088,DOCTOR ARROYO I (DGE),23.6722222222,-100.1802777778
19091,PABLILLO (DGE),24.5941666667,-99.9969444444
19093,SAN JUANITO DE RESENDIZ,24.2683333333,-99.8583333333
19095,OJO DE AGUA,26.5,-99.9166666667
19096,LA HUASTEQUITA,25.6386111111,-100.455
19097,COLOMBIA,27.7022222222,-99.7594444444
19098,GENERAL TREVI?O,26.2225,-99.4825
19099,CERRALVO (SMN),26.0833333333,-99.6166666667
19100,SAN FRANCISCO LA CARRERA,24.6941666667,-99.6675
19101,SAN DIEGO,25.2302777778,-99.2541666667
19102,COLA DE CABALLO,25.3661111111,-100.1625
19104,LA ESCONDIDA,26.2580555556,-99.7605555556
19105,DOCTOR GONZALEZ,25.8544444444,-99.9433333333
19106,LA PAMONA,24.9925,-99.2133333333
19107,SAN NICOLAS,27.5338888889,-99.9758333333
19108,SAN CRISTOBAL PURISIMA,24.9188888889,-99.2547222222
19109,U?A DE GATO,25.9688888889,-99.6891666667
19110,EL ALAMO,26.4919444444,-99.7708333333
19111,LA ASCENCION,24.3227777778,-99.9102777778
19112,BENITEZ,24.7255555556,-99.4711111111
19113,EL BRASIL,25.8766666667,-98.9913888889
19114,EL CUERVITO,25.8869444444,-98.8091666667
19115,EL CUIJE,25.1077777778,-100.6625
19117,EJIDO MARIN,25.8586111111,-100.0222222222
19119,ESPINAZO,26.2669444444,-100.6091666667
19120,FRESNILLO,26.4294444444,-99.8872222222
19121,GATOS G?EROS,25.1030555556,-99.3511111111
19123,GRUTAS DE GARCIA,25.8502777778,-100.5241666667
19124,HIGUERAS (DGE),25.9622222222,-100.0155555556
19125,JARITAS,27.4322222222,-99.8016666667
19126,LA LAJA,24.9108333333,-99.6858333333
19127,EL OASIS,26.8827777778,-99.8269444444
19128,OBREGON,24.7008333333,-100.4163888889
19129,EL PE?UELO,24.5638888889,-100.7727777778
19130,POBLADORES,25.3775,-98.7580555556
19131,PUERTO DEL EBANO,26.3486111111,-100.0444444444
19133,SABINAS HIDALGO,26.5005555556,-100.1538888889
19134,SALINAS VICTORIA,25.9591666667,-100.2927777778
19135,SAN FRANCISCO DE BERLANGA,24.3655555556,-100.1136111111
19136,SAN ISIDRO,24.9586111111,-99.3297222222
19137,SAN JORGE,24.5780555556,-100.4469444444
19138,SANTA ANA,24.0922222222,-100.3877777778
19140,TEPEHUAJE,25.5052777778,-99.7708333333
19141,VILLALDAMA,26.5013888889,-100.4219444444
19142,AGUALEGUAS,26.3091666667,-99.5491666667
19143,LA CARDONA,23.405,-99.98
19144,CIENEGUITAS Y CRUCITAS,24.5177777778,-99.9797222222
19146,CONGREGACION CALLES,25.2147222222,-99.9383333333
19147,LAS CRUCITAS,24.7811111111,-99.6977777778
19148,EJIDO DIECIOCHO DE MARZO,24.8897222222,-100.1802777778
19149,LA GRANJA,24.6475,-99.5441666667
19150,LOS LERMA,25.68,-100.2055555556
19151,LAS MARGARITAS,24.2622222222,-100.4180555556
19152,EJIDO NUEVO RODRIGUEZ,27.0638888889,-100.0133333333
19154,EL POPOTE,24.9008333333,-99.4975
19155,LA POZA,24.7158333333,-100.0158333333
19156,LAS PRESITAS,25.5138888889,-98.7297222222
19158,RANCHO DE GOMAS,26.1697222222,-100.4644444444
19159,SAN ANTONIO PE?A NEVADA,23.7461111111,-99.9819444444
19160,SAN IGNACIO DE TEXAS,24.3105555556,-100.1894444444
19162,VISTA HERMOSA,25.7708333333,-99.6338888889
19163,LAS BRISAS,25.3958333333,-99.5455555556
19164,BUENAVISTA,25.2138888889,-99.825
19165,CHUPADEROS DEL INDIO,25.8136111111,-100.79
19166,EJIDO HORCONES,27.1719444444,-100.4105555556
19168,LAS ESTACAS,26.3369444444,-100.9061111111
19169,GARZA GONZALEZ,25.8319444444,-99.6244444444
19170,EL HOJASE,26.1152777778,-100.3605555556
19171,LAMPACITOS,25.1105555556,-99.8991666667
19172,LAS MONITAS,26.1316666667,-99.7444444444
19173,PALMITOS (GE),25.4172222222,-99.9972222222
19174,SAN BARTOLO,25.5422222222,-100.0086111111
19176,OJO DE AGUA,26.5388888889,-100.5483333333
19177,POZOS MINA,26.0116666667,-100.5447222222
19178,SIERRA MORENA,26.5366666667,-100.5333333333
19179,CERRITO DEL AIRE,23.5886111111,-100.2327777778
19180,SAN ANTONIO EL SALERO,24.4636111111,-100.2480555556
19181,SAN ISIDRO DE CIENEGA,25.2008333333,-100.5119444444
19182,SAN ROBERTO,24.71,-100.3033333333
19185,EL CANADA,25.0466666667,-99.9413888889
19187,CALIFORNIA,25.3063888889,-99.7338888889
19188,EL CARMEN DE LOS ELIZONDO,24.9761111111,-99.4394444444
19189,EL PASTOR,25.1516666667,-99.9266666667
19190,GUADALUPE LA JOYA,25.1658333333,-99.3183333333
19192,PRESA VAQUERIAS,25.2491666667,-99.5719444444
19193,SANTA ROSA,24.7002777778,-99.8552777778
19197,LA MORITA,25.2547222222,-99.9305555556
19199,SAN CARLOS,26.5697222222,-99.7963888889
19200,LA CIENEGA,25.5361111111,-100.1208333333
20001,SANTA MARIA ALOTEPEC,17.0666666667,-95.8666666667
20002,APOALA,17.6497222222,-97.15
20003,ASTATLA,17.9666666667,-97.4166666667
20004,SAN JUAN ATEPEC,17.4330555556,-96.5497222222
20005,SAN JUAN BAUTISTA ATATLAHUCA,17.5330555556,-96.8377777778
20006,SAN BARTOLOME AYAUTLA,18.0330555556,-96.6666666667
20007,AYUTLA,17.0166666667,-96.0997222222
20008,BETHANIA,17.9183333333,-96.0063888889
20009,BOQUILLA NUMERO UNO,16.6366666667,-95.9597222222
20010,SAN JUAN CACAHUATEPEC (CFE),16.6116666667,-98.1494444444
20011,CALAPILLA,18.1366666667,-97.0166666667
20012,CAMPAMENTO VISTA HERMOSA,17.3066666667,-95.95
20013,SAN LUCAS CAMOTLAN,16.95,-95.7030555556
20014,CANTON,18.0166666667,-96.2830555556
20015,CASCAJAL,18.0625,-95.9580555556
20016,CATALU?A,18.2830555556,-96.7166666667
20017,ZIHUALTEPEC,17.45,-95.3830555556
20018,COICOYAN DE LAS FLORES (CFE),17.25,-98.2997222222
20019,SAN JUAN BAUTISTA COIXTLAHUACA,17.7330555556,-97.3166666667
20020,CONCEPCION PAPALO,17.8330555556,-96.8666666667
20021,COPALITA (CFE),15.9647222222,-96.4572222222
20022,COYOTEPEC,16.9566666667,-96.7005555556
20023,CUAJIMOLOYAS,17.125,-96.4166666667
20024,SAN JUAN BAUTISTA CUICATLAN (D,17.8,-96.9666666667
20025,SAN JUAN BAUTISTA CUICATLAN (S,17.8,-96.95
20026,CHALCATONGO DE HIDALGO,16.95,-97.5291666667
20027,CHICAPA DE CASTRO,16.5747222222,-94.8044444444
20028,SANTA MARIA CHILAPA DE DIAZ,17.57,-97.6166666667
20029,SANTA MARIA CHILCHOTLA,18.25,-96.8166666667
20030,SANTIAGO CHOAPAN,17.3666666667,-95.9330555556
20031,DOMINGUILLO,17.6497222222,-96.9
20032,SANTA MARIA ECATEPEC,16.2830555556,-95.8830555556
20033,LA EXPIRACION,17.8166666667,-98.0666666667
20034,ETLA,17.2072222222,-96.7997222222
20035,HUAJUAPAN DE LEON (SMN),17.8,-97.7830555556
20036,HUAUTLA DE JIMENEZ,18.1330555556,-96.8330555556
20037,CAMINO IXCATLAN,18.1011111111,-96.5208333333
20038,IXTAYUTLA,16.5719444444,-97.6666666667
20039,IXTEPEC,16.5519444444,-95.0844444444
20040,IXTEPEJI,17.2666666667,-96.5497222222
20041,IXTLAN DE JUAREZ,17.3330555556,-96.4830555556
20042,SANTA MARIA JACATEPEC,17.8666666667,-96.2
20043,JALAPA DEL MARQUES,16.4419444444,-95.4466666667
20044,JALAPA DEL VALLE,17.0658333333,-96.8783333333
20045,JALTEPEC DE CANDAYOC,17.3330555556,-95.4330555556
20046,SAN JUAN BAUTISTA JAYACATLAN,17.4166666667,-96.8330555556
20047,SANTA CATARINA JUQUILA (CFE),16.2330555556,-97.2997222222
20048,JUCHITAN DE ZARAGOZA,16.4491666667,-95.0241666667
20049,JOCOTIPAC,17.71,-97.0830555556
20050,SANTIAGO JUXTLAHUACA,17.35,-98.0166666667
20051,JUXTLAHUACA,16.5,-95.3430555556
20052,ASUNCION IXTALTEPEC KM. 33,16.5666666667,-95.0266666667
20053,JUCHITAN DE ZARAGOZA KM. 51+74,16.4166666667,-95.0166666667
20054,JUCHITAN DE ZARAGOZA KM. 67+50,16.5266666667,-94.8497222222
20055,LA ESTRELLA,17.9666666667,-96.45
20056,LA GUADALUPE,17.5502777778,-95.2869444444
20057,LA MACETA,16.85,-95.15
20058,LA POBREZA,16.0266666667,-96.5030555556
20059,LA VENTA,16.5666666667,-94.81
20060,LAS CUEVAS,16.45,-95.3266666667
20061,LAS MARGARITAS,18.25,-96.2997222222
20062,PILAS,16.3997222222,-95.3166666667
20063,LOMA BONITA,18.1,-95.8830555556
20064,SAN PABLO MACUILTIANGUIS,17.5466666667,-96.5666666667
20065,MAGDALENA JICOTLAN,17.8,-97.4666666667
20066,MAHUIZAPA,18,-97.2666666667
20067,MARISCALA DE JUAREZ,17.8580555556,-98.1405555556
20068,MATIAS ROMERO (SMN),16.8830555556,-95.0330555556
20069,SAN JUAN METALTEPEC,17.1727777778,-95.9141666667
20070,MIAHUATLAN (SMN),16.3294444444,-96.5938888889
20071,MIAHUATLAN (DGE),16.35,-96.6166666667
20072,MONTERROSA,17.7830555556,-95.9030555556
20073,NACALTEPEC,17.5166666667,-96.9330555556
20074,SANTA MARIA NATIVITAS,17.6497222222,-97.3330555556
20076,ASUNCION NOCHIXTLAN,17.4666666667,-97.2166666667
20077,NUSUTIA (CFE),16.6005555556,-97.6680555556
20079,OAXACA,17.0830555556,-96.7097222222
20080,OCOTLAN DE MORELOS,16.8,-96.6666666667
20081,SAN LUCAS OJITLAN,18.0594444444,-96.3955555556
20082,OSTUTA,16.4966666667,-94.4380555556
20083,PARIAN,17.4166666667,-97.0166666667
20084,PAPALOAPAN,18.1497222222,-96.0830555556
20085,PASO ANCHO (CFE),16.3666666667,-96.8830555556
20086,PASO DE LA REYNA,16.2602777778,-97.6166666667
20087,PILOTO UNO,16.4166666667,-95.2030555556
20088,PINOTEPA NACIONAL (SMN),16.3666666667,-98.0497222222
20089,PLUMA HIDALGO,15.9166666667,-96.4330555556
20090,SAN PEDRO POCHUTLA,15.75,-96.4666666667
20091,PORVENIR,16.4888888889,-94.9797222222
20094,PUTLA DE GUERRERO (CFE),17.1166666667,-97.8730555556
20095,SANTA MARIA PUXMETACAN,17.2830555556,-95.6166666667
20096,QUIOTEPEC,17.89,-96.9905555556
20097,SAN MIGUEL QUETZALTEPEC,16.9830555556,-95.7830555556
20098,RIO GRANDE,16.0108333333,-97.4330555556
20099,SAN MIGUEL SOLA DE VEGA (CFE),16.5144444444,-96.9775
20101,SALINA CRUZ,16.1830555556,-95.2
20102,SAN AGUSTIN TLACOTEPEC,17.2,-97.5177777778
20103,SAN ANDRES LAGUNAS,17.5733333333,-97.5225
20104,SAN ANTONIO ABAD,17.8777777778,-97.45
20105,SAN ESTEBAN ATATLAHUCA (CFE),17.065,-97.6791666667
20106,SAN FRANCISCO OZOLOTEPEC,16.0830555556,-96.2166666667
20107,SAN FRANCISCO TEOPAN,17.85,-97.5
20108,SAN FRANCISCO YOSOCUTA,17.7166666667,-97.7830555556
20109,SAN JERONIMO TAVICHE,16.7330555556,-96.5752777778
20110,SAN JORGE NUCHITA,17.6730555556,-98.0830555556
20111,SAN JOSE LACHIGUIRI,16.3830555556,-96.3330555556
20112,SAN JOSE TENANGO II,18.1497222222,-96.7177777778
20113,SAN JUAN DEL RIO,17.4316666667,-95.8302777778
20114,SAN LUCAS ARROYO PALOMA,17.8386111111,-96.3675
20115,SAN MARTIN DURAZNOS (CFE),17.3,-98.0666666667
20116,SAN MIGUEL TULANCINGO,17.75,-97.4330555556
20117,SAN MIGUEL CHIMALAPA,16.7116666667,-94.7483333333
20118,SAN MIGUEL EJUTLA,16.5794444444,-96.7372222222
20119,SAN MIGUEL TEQUIXTEPEC,17.8016666667,-97.3402777778
20120,SAN MIGUEL SUCHIXTEPEC,16.0913888889,-96.465
20121,SAN PEDRO CANTAROS,17.4961111111,-97.1422222222
20122,SAN PEDRO JUCHATENGO (CFE),16.3433333333,-97.0888888889
20123,SAN PEDRO MIXTEPEC,15.9830555556,-97.0997222222
20124,SAN PEDRO NOLASCO,17.2897222222,-96.4330555556
20125,SANTA CATARINA,17.6666666667,-97.95
20126,SANTA CRUZ ZENZONTEPEC (CFE),16.5366666667,-97.4952777778
20127,SANTA MARIA CHIMALAPA,16.8997222222,-94.6830555556
20129,SANTA MARIA IXCATLAN,17.85,-97.1830555556
20130,SANTA MARIA YUCUHITI (CFE),17.0166666667,-97.7997222222
20131,SANTIAGO APOALA,17.6497222222,-97.1166666667
20132,SANTIAGO ASTATA (SMN),15.98,-95.6666666667
20133,SANTIAGO CHILIXTLAHUACA,17.8530555556,-97.9
20134,SANTIAGO CHIVELA,16.7166666667,-95
20135,SANTIAGO MINAS,16.4330555556,-97.2166666667
