Clave,Nombre,Latitud,Longitud
12009,ARROYO FRIO,17.4144444444,-100.6069444444
12010,ATLAMAJANCINGO DEL MONTE (CFE),17.3083333333,-98.6055555556
12011,ATOYAC (SMN),17.2166666667,-100.45
12012,AYUTLA (CFE),16.9672222222,-99.0986111111
12013,AZOYU,16.7330555556,-98.5980555556
12014,BUENAVISTA DE CUELLAR,18.4594444444,-99.4008333333
12015,CACALOTENANGO,18.5461111111,-99.6452777778
12016,CARRERA LARGA,17.0416666667,-100.1166666667
12017,CASAS VIEJAS,17.5847222222,-101.0061111111
12018,CIRIAN GRANDE,18.5852777778,-99.9322222222
12019,CIUDAD ALTAMIRANO,18.3586111111,-100.6644444444
12020,COACOYULILLO (CFE),17.3333333333,-99.6333333333
12021,COAHUAYUTLA,18.3133333333,-101.735
12022,COPALA,16.6147222222,-98.9708333333
12023,COPALILLO,18.0333333333,-99.0411111111
12024,COYUCA DE BENITEZ,17.0333333333,-100.0522222222
12025,COYUQUILLA,17.3808333333,-101.0583333333
12026,CUAJILOTLA (CFE),17.2827777778,-99.3613888889
12027,CUNDANCITO,18.0166666667,-101.1372222222
12028,CALPANTEPEC,17.2152777778,-99.3863888889
12029,CHACALAPA,16.7005555556,-99.5102777778
12030,CHAUCINGO,18.2980555556,-99.1197222222
12031,CHICHIHUALCO,17.6722222222,-99.7011111111
12032,CHILAPA (SMN),17.5972222222,-99.1752777778
12034,EL CAMALOTE,17.7225,-101.2111111111
12035,EL COATEPIN (CFE),17.3833333333,-99.9666666667
12036,EL GALLO,18.7263888889,-100.6691666667
12037,EL MANCHON,18.1,-101.0516666667
12038,EL PORVENIR (CFE),17.5322222222,-100.9352777778
12039,EL TERRERO (CFE),17.1277777778,-99.3486111111
12041,CACALUTLA,17.125,-100.3519444444
12042,GLORIA ESCONDIDA,17.4405555556,-100.8791666667
12043,GUAYAMEO (CFE),18.3022222222,-101.2627777778
12044,HUAMUXTITLAN (SMN),17.8,-98.5666666667
12045,HUEYCATENANGO (CFE),17.4475,-99.0252777778
12046,HUITZUCO (SMN),18.3063888889,-99.3344444444
12047,IGUALA (SMN),18.3405555556,-99.5375
12048,IXCATEOPAN DE TLAPA,17.6225,-98.5133333333
12049,JALEACA DE CATALAN (CFE),17.4469444444,-99.8580555556
12050,LA PAROTA (CFE),16.9330555556,-99.6233333333
12051,LA VENTA (CFE),17.8016666667,-99.9063888889
12052,LA UNION,17.9833333333,-101.8838888889
12053,LAS MESAS (CFE),17.0102777778,-99.4583333333
12054,LAS PILAS DEL RIO FRIO,17.8225,-101.0769444444
12055,LOS TISCUICHES,18.1122222222,-100.6711111111
12056,LLANO GRANDE (CFE),17.15,-98.9166666667
12057,MALINALTEPEC (CFE),17.2441666667,-98.6697222222
12058,MEXCALA (CFE),17.9388888889,-99.5916666667
12059,NANZINTLA (CFE),17.335,-99.0986111111
12060,OLINALA (SMN),17.7777777778,-98.7297222222
12061,OMETEPEC (CFE),16.6836111111,-98.4022222222
12062,PALO BLANCO (CFE),17.4047222222,-99.4686111111
12063,PALOS ALTOS,18.3555555556,-100.2744444444
12064,PETATLAN,17.5333333333,-101.2333333333
12065,PLACERES DEL ORO,18.2333333333,-100.9333333333
12066,QUETZALA,16.6558333333,-98.5005555556
12067,SAN JUAN TETELCINGO (CFE),17.925,-99.5180555556
12068,SAN LUIS ACATLAN,16.8,-98.7025
12069,SAN JUAN DE LAS FLORES,17.3166666667,-100.3980555556
12070,SAN LUIS SAN PEDRO,17.2666666667,-100.6333333333
12071,SAN MARCOS,16.7833333333,-99.4188888889
12072,SAN PEDRO CUITLAPA,16.9708333333,-98.2544444444
12074,SANTA RITA,17.9727777778,-100.8694444444
12075,SAN VICENTE (CFE),17.5,-99.6666666667
12076,SANTA BARBARA (CFE),17.3102777778,-99.8658333333
12077,SANTA FE,18.1022222222,-100.6755555556
12078,SANTA ROSA,18.1688888889,-101.6333333333
12079,SANTO DOMINGO,17.3352777778,-100.3533333333
12080,SANTO TOMAS (CFE),18.0902777778,-100.2347222222
12081,TAXCO (CFE),18.5333333333,-99.6166666667
12082,TARETARO,18.2222222222,-100.7566666667
12083,TEHUEHUETLA,17.8286111111,-100.3875
12084,TELOLOAPAN,18.3011111111,-99.8722222222
12085,TEPECOACUILCO,18.2833333333,-99.4666666667
12086,TEPETIXTLA,17.2166666667,-100.1122222222
12087,TIXTLA (SMN),17.55,-99.3833333333
12088,TLACOAPA (CFE),17.2625,-98.7480555556
12089,TLACOTEPEC,17.7897222222,-99.9763888889
12090,TLALCHAPA,18.4166666667,-100.4683333333
12091,TLAPA (CFE),17.5402777778,-98.5905555556
12092,TONALAPA DEL SUR,18.0961111111,-99.5563888889
12093,PRESA VALERIO TRUJANO,18.2952777778,-99.4775
12094,VALLECITOS,17.9180555556,-101.3502777778
12095,XALTIANGUIS (CFE),17.0952777778,-99.715
12096,COLOTLIPA (CFE),17.4088888889,-99.1680555556
12097,RANCHO VIEJO (CFE),17.1936111111,-99.3075
12098,SAN ANDRES,18.0333333333,-100.5166666667
12099,SAN JERONIMO,17.1333333333,-100.5194444444
12100,SAN CRISTOBAL,18.17,-100.4894444444
12101,XOCHIPALA,17.8333333333,-99.6333333333
12102,ZAPOTITLAN TABLAS,17.4222222222,-98.7819444444
12103,ZIRANDARO,18.4666666667,-100.9833333333
12104,ZITLALTEPEC,17.1913888889,-98.5497222222
12105,ZUMPANGO DEL RIO,17.655,-99.5252777778
12106,ALCOZAUCA (DGE),17.4652777778,-98.3972222222
12107,AYUTLA,17.0852777778,-99.0944444444
12110,CHILAPA (DGE),17.6086111111,-99.1758333333
12111,CHILPANCINGO LOS BRAVOS (CFE),17.545,-99.4966666667
12112,EL PORVENIR,16.8225,-99.4783333333
12113,GUAYAMEO,18.2997222222,-101.2602777778
12114,HUAMUXTITLAN (DGE),17.7952777778,-98.5644444444
12115,HUITZUCO (DGE),18.3025,-99.3327777778
12116,IGUALA (DGE),18.3497222222,-99.55
12117,IXCATEOPAN DE CUAUHTEMOC,18.5027777778,-99.7922222222
12118,MEZCALA,17.9311111111,-99.6013888889
12119,OLINALA (DGE),17.7761111111,-98.7455555556
12120,SAN CRISTOBAL,17.2755555556,-99.9411111111
12121,SAN JERONIMITO,17.565,-101.3444444444
12122,TAXCO (SMN),18.5544444444,-99.6052777778
12123,TELOLOAPAN (CFE),18.3030555556,-99.8680555556
12124,TEPEZINTLA,17.2333333333,-99.35
12125,TIXTLA (DGE),17.5666666667,-99.4188888889
12126,TLACOTEPEC (CFE),17.7513888889,-99.9625
12127,ZIHUATANEJO (DGE),17.6444444444,-101.5511111111
12128,TETIPAC,18.6477777778,-99.6486111111
12130,ATENANGO DEL RIO (CFE),18.1069444444,-99.1047222222
12131,IXTAPILLA (CFE),18.5444444444,-100.6005555556
12132,XOCHISTLAHUACA (CFE),16.7908333333,-98.2422222222
12133,ZACATULA (CFE),18.0058333333,-102.1783333333
12134,CHILPANCINGO (DGE),17.5333333333,-99.5
12135,OLINALA (CFE),17.7780555556,-98.7433333333
12136,JULIAN BLANCO,17.2188888889,-99.5269444444
12137,ACAPULCO DE JUAREZ (DGE),16.8636111111,-99.8825
12138,AJOCHITLAN,18.1541666667,-100.5
12139,TERRONES,18.2936111111,-100.6758333333
12140,SAN ANTONIO TEJAS,17.7236111111,-100.875
12141,TLAPEHUALA,18.2475,-100.5383333333
12142,ACAPULCO DE JUAREZ (SMN),16.8663888889,-99.9055555556
12145,JICAYAN DE TOVAR (CFE),17.0333333333,-98.2333333333
12146,LA VILLITA,18.0461111111,-102.1733333333
12147,PRESA LA CALERA,18.4186111111,-101.0055555556
12148,LAGUNA DE TRES PALOS,16.7833333333,-99.75
12149,LAS TAMECUAS (CFE),17.9666666667,-101.8833333333
12150,OMILTEMI,17.5569444444,-99.6875
12151,PUEBLO HIDALGO (CFE),16.9522222222,-98.6597222222
12152,SAN CRISTOBAL (CFE),16.8219444444,-98.4033333333
12153,ZIHUATANEJO (SMN),17.65,-101.5833333333
12154,ZICAPA,17.9202777778,-99.0386111111
12156,El OCOTITO,17.25,-99.5836111111
12157,E.T.A. 153 LA SABANA,16.8833333333,-99.7166666667
12158,RIO SANTIAGO,17.2538888889,-100.3169444444
12160,E.T.A. 340 ZIRANDARO,18.475,-100.9763888889
12161,ATOYAC (DGE),17.2102777778,-100.4166666667
12162,CHAMACUA,18.2663888889,-100.6688888889
12163,CUTZAMALA DE PINZON,18.4655555556,-100.5666666667
12164,E.T.A. 274 COCULA,18.2452777778,-99.6619444444
12165,E.T.A. 107 PETATLAN,17.5383333333,-101.2738888889
12166,SAN MIGUEL TOTOLAPAN,18.1586111111,-100.3880555556
12167,TEPETLAPA,18.5508333333,-99.4188888889
12168,PLANTA DERIVADORA,16.5083333333,-98.4875
12169,TAXCO (DGE),18.55,-99.6
12170,EL CARACOL (CFE),17.9583333333,-100.0222222222
12171,CHONTALCOATLAN,18.6522222222,-99.5733333333
12172,ACAPULCO KM. 21,16.95,-99.6833333333
12173,MARQUELIA,16.5794444444,-98.8047222222
12174,RANCHO NUEVO,17.4744444444,-101.2144444444
12175,LAS JUNTAS,16.7594444444,-98.1183333333
12176,COAXTLAHUACAN (CFE),17.3936111111,-99.3472222222
12177,CUETZALA DEL PROGRESO,18.1341666667,-99.8311111111
12178,CHIEPETEPEC,17.5669444444,-98.7275
12180,PAXTEPEC,17.2405555556,-99.4338888889
12181,TUNCINGO,16.8511111111,-99.7888888889
12182,APETLANCA,18.2152777778,-99.7875
12183,LA SABANA,16.8880555556,-99.8619444444
12184,APAXTLA,18.1341666667,-99.9258333333
12185,CUALAC,17.7475,-98.6530555556
12186,HUITZILTEPEC,17.7555555556,-99.4811111111
12187,MILPILLAS (CFE),16.5825,-98.4608333333
12188,NEXPA,16.7666666667,-99.2344444444
12189,PALMA ZOLA UNO,16.8727777778,-99.8841666667
12190,PALMA ZOLA DOS,16.87,-99.8836111111
12191,ZACUALPAN,17.0891666667,-100.3261111111
12192,COAPANGO (CFE),17.5052777778,-99.6369444444
12193,PAPALUTLA (CFE),18.0208333333,-98.905
12194,ZAPOTITLAN TABLAS (CFE),17.4219444444,-98.7886111111
12195,METLATONOC,17.1919444444,-98.4077777778
12196,TEMALACACINGO,17.8805555556,-98.6852777778
12197,LA LAJA,16.9166666667,-99.8
12198,PETAQUILLAS,17.4855555556,-99.4538888889
12199,XOCHIHUEHUETLAN,17.9119444444,-98.4819444444
12200,IGUALITA,17.4652777778,-98.5180555556
12201,COSTA AZUL,16.8666666667,-99.8833333333
12202,LA GARITA,16.9333333333,-99.7833333333
12203,HOGAR MODERNO,16.8666666667,-99.8833333333
12204,YEXTLA,17.6033333333,-99.9333333333
12205,PUEBLO HIDALGO,16.95,-98.6555555556
12206,AHUACUOTZINGO,17.7197222222,-98.9752777778
12207,ACUITLAPAN,18.6008333333,-99.5430555556
12208,CUAJINICUILAPA,16.3688888889,-98.5427777778
12209,EL MOGOTE,18.68,-99.5608333333
12210,IXTAPILLA,18.545,-100.6
12211,NANCINTLA,17.7477777778,-100.2027777778
12212,TUZANTLAN,18.2044444444,-99.1825
12214,COACOYULICHAN,16.7938888889,-98.9355555556
12215,DOS BOCAS,18.6711111111,-99.5
12216,ESCUELA SEC. IGUALA DE LA INDE,18.35,-99.5333333333
12217,E.T.A. 106 CRUZ GRANDE,16.7333333333,-99.1166666667
12218,IXTAPA ZIHUATANEJO,17.6569444444,-101.5930555556
12219,LAGUNA DE COYUCA,17.0072222222,-100.0875
12220,LAGUNA DE CHAUTENGO,16.6166666667,-99.0944444444
12221,LAGUNA DE NUXCO,17.2083333333,-100.7572222222
12222,LAGUNA DE TUXPAN,18.3477777778,-99.4775
12223,LAGUNA TRES PALOS,16.8297222222,-99.7783333333
12224,PINZAN MORADO,18.1794444444,-100.8911111111
12225,PRESA ANDRES FIGUEROA,18.0733333333,-100.5113888889
12226,TIERRA COLORADA,16.4466666667,-98.6419444444
12227,XALPATLAHUAC,17.5169444444,-98.4925
12228,ESCALERILLA LA LAGUNA,17.3702777778,-98.8377777778
12229,CHILPANCINGO (SMN),17.5513888889,-99.5008333333
12230,ATRISCO,16.6525,-98.8833333333
12231,RANCHO VIEJO,17.0166666667,-98.2005555556
12232,TECOMATE,16.7,-99.4016666667
12233,TECPAN,17.25,-100.5686111111
12234,LAS VIGAS,16.7508333333,-99.2347222222
12236,C.E.T.A. 151 CRUZ GRANDE,16.7094444444,-99.1225
12238,PASO MORELOS,18.2225,-99.2075
12240,PETACALCO,17.9763888889,-102.1080555556
12241,LA SALITRERA,17.8008333333,-101.6666666667
12242,PRESA REVOLUCION MEXICANA,16.8005555556,-99.1791666667
12243,PILCAYA,18.7469444444,-99.675
12244,LLANO GRANDE HILARIOS,16.7588888889,-98.4383333333
12248,SAN JOSE LAGUNAS,17.4444444444,-98.4502777778
12249,TULIMAN,18.0047222222,-99.2791666667
12257,EL PUENTE ESCUDERO (CFE),17.1480555556,-99.4147222222
12259,COLMENEROS,18.0986111111,-101.7030555556
12260,MOCHITLAN,17.4713888889,-99.3691666667
12261,TIERRA COLORADA,17.1583333333,-99.5416666667
12262,HACIENDA LA CABA?A,17.0975,-100.4713888889
11001,ABASOLO,20.4466666667,-101.5363888889
11001,ABASOLO,20.4466666667,-101.5363888889
11002,ACAMBARO,20.0325,-100.7122222222
11003,AGUA TIBIA,20.5102777778,-101.6294444444
11004,ALDAMA,20.8002777778,-101.3188888889
11005,APASEO,20.5444444444,-100.6855555556
11006,APASEO EL ALTO,20.455,-100.6208333333
11007,CALDERONES,20.9916666667,-101.2222222222
11008,CA?ADA DE GONZALEZ,20.9916666667,-101.2222222222
11009,CELAYA (SMN),20.5363888889,-100.8166666667
11010,CERANO,20.1011111111,-101.3958333333
11011,CINCO SE?ORES,20.9577777778,-100.8933333333
11012,CORONEO,20.1983333333,-100.3633333333
11013,CORTAZAR,20.4847222222,-100.9619444444
11014,CUERAMARO,20.6255555556,-101.6758333333
11015,CHARCAS,21.1391666667,-100.3305555556
11016,DOLORES HIDALGO (DGE),21.1666666667,-100.9333333333
11017,DOLORES HIDALGO (SMN),21.1522222222,-100.9513888889
11018,EL CHILARILLO,20.5,-101.95
11019,EL HUZACHE,20.6255555556,-101.7786111111
11020,EL PALOTE,21.1727777778,-101.6963888889
11021,EL SABINO,20.2813888889,-101.0063888889
11022,EL TERRERO,20.3697222222,-100.5547222222
11023,GUANAJAL,21.0252777778,-101.8366666667
11025,HACIENDA DE ARRIBA,21.2311111111,-101.7052777778
11026,HACIENDA SAN JUAN,21.4686111111,-100.9213888889
11027,IRAMUCO,19.9833333333,-100.9166666667
11028,IRAPUATO,20.6688888889,-101.3372222222
11029,JALPA,20.8788888889,-101.9866666667
11030,JARAL DE BERRIOS,21.695,-101.0244444444
11031,JERECUARO,20.1430555556,-100.5188888889
11032,SANTA CRUZ JUVENTINO ROSAS (DG,20.2211111111,-101.1361111111
11033,LA BEGO?A,20.8483333333,-100.8258333333
11034,LA GOLONDRINA,20.4344444444,-101.7183333333
11035,LA SANDIA,20.9211111111,-101.6975
11036,ADJUNTAS,20.6752777778,-101.8441666667
11037,LAS MESAS,21.5030555556,-100.4438888889
11038,MOGOTES,20.42,-101.285
11039,LEON (SMN),21.1,-101.6666666667
11040,LOS CASTILLOS,21.1952777778,-101.6675
11041,LOS RAZOS,20.6775,-101.1488888889
11042,LOS RODRIGUEZ,21.0408333333,-100.6405555556
11043,LOURDES,21.29,-100.7019444444
11044,MANDUJANO,20.7402777778,-101.0494444444
11045,MEDIA LUNA,21.2325,-101.6391666667
11046,MINAS DE MAGUEY,21.55,-100.1333333333
11047,MOROLEON,20.1255555556,-101.1913888889
11048,NEUTLA,20.7077777778,-100.8355555556
11049,NUEVO VALLE MORENO,21.2111111111,-101.4258333333
11050,OCAMPO,21.6522222222,-101.4797222222
11051,PE?UELITAS,21.1077777778,-100.8780555556
11052,PERICOS,20.5222222222,-101.1183333333
11053,POZOS,21.22,-100.4961111111
11054,PUEBLO NUEVO,20.5275,-101.3713888889
11055,PURISIMA DE BUSTOS,21.0786111111,-101.8711111111
11056,PLANTA RAMOS MILLAN,20.5116666667,-100.9513888889
11057,RIO LAJAS,21.2,-100.9166666667
11058,ROMITA,20.87,-101.5147222222
11059,LA MAGDALENA,21.3086111111,-101.1727777778
11060,SALVATIERRA,20.9386111111,-101.0455555556
11061,SAN ANTON,21.4694444444,-101.2188888889
11062,SAN ANTONIO DE LOS MARTINEZ,21.4077777778,-100.3855555556
11063,SAN CRISTOBAL,21.5144444444,-101.5394444444
11064,SAN DIEGO DE LA UNION,21.4655555556,-100.8719444444
11065,SAN FELIPE (DGE),21.4716666667,-100.9694444444
11066,SAN JOSE ITURBIDE (SMN),21.2963888889,-100.5138888889
11067,SAN JUAN DE LOS LLANOS,21.2833333333,-101.3166666667
11068,SAN LUIS DE LA PAZ,20.6330555556,-100.9963888889
11069,SAN PEDRO DE LOS ALMOLOYA,21.6,-101.2333333333
11070,SANTA JULIA,21.0722222222,-101.1961111111
11071,SANTA MARIA (DGE),20.9433333333,-101.4302777778
11072,SANTA RITA,20.2983333333,-101.0669444444
11073,SANTA ROSA MINERAL,20.3055555556,-101.7827777778
11074,SILAO (DGE),19.9752777778,-100.5122222222
11075,SOLEDAD NUEVA,20.2872222222,-100.7588888889
11076,PRESA SOLIS,20.0538888889,-100.6727777778
11077,TARANDACUAO,20.3055555556,-101.8161111111
11078,TARIMORO,19.9975,-100.5122222222
11079,VALLE DE SANTIAGO,20.3827777778,-101.1788888889
11080,VILLA DOCTOR MORA,21.15,-100.3166666667
11081,VILLA VICTORIA (SMN),21.2,-100.2166666667
11082,VILLA VICTORIA (DGE),21.2130555556,-100.22
11083,XICHU,21.2986111111,-100.0941666667
11084,CELAYA (DGE),20.5347222222,-100.8136111111
11085,DOS ARROYOS,20.8338888889,-101.0611111111
11087,SAN JOSE DE PANTOJA,20.4016666667,-101.4027777778
11088,SAN JOSE ITURBIDE (DGE),20.9977777778,-100.3852777778
11089,SILAO (SMN),20.95,-101.4333333333
11090,PUROAGUA (SMN),20.0833333333,-100.4166666667
11091,PENJAMO,20.4333333333,-101.7166666667
11092,SAN MIGUEL OCTOPAN,20.5777777778,-100.7455555556
11093,SAN MIGUEL DE ALLENDE (SMN),20.4305555556,-101.0155555556
11094,GUANAJUATO (DGE),21.0141666667,-101.2663888889
11095,LEON (DGE),21.1361111111,-101.6933333333
11096,SALAMANCA,21.0697222222,-101.0288888889
11097,SANTA MARIA (SMN),20.2216666667,-101.1372222222
11098,SANTA CRUZ JUVENTINO ROSAS (SM,20.65,-101
11099,MARIANO ABASOLO,20.4994444444,-101.9488888889
11100,ROQUE,20.5813888889,-100.8280555556
11101,C.A.E. LEON,21.1166666667,-101.6833333333
11103,VALENCIANA,21.0341666667,-101.2558333333
11105,AMECHE,20.6369444444,-100.5827777778
11107,LA QUEMADA,21.3225,-101.1066666667
11109,SAN FELIPE (SMN),21.4808333333,-101.1516666667
11110,TRES ENCINOS,21.3919444444,-101.4177777778
11111,ATARJEA,21.2672222222,-99.7177777778
11112,CIUDAD MANUEL DOBLADO,20.8094444444,-101.9525
11113,COMONFORT,20.7197222222,-100.7633333333
11114,EL REFUGIO,20.0355555556,-100.9369444444
11116,HACIENDA SAN LUCAS,20.2927777778,-100.555
11117,LOBOS,21.35,-101.6305555556
11118,SAN MIGUEL DE ALLENDE (DGE),20.9138888889,-100.7444444444
11121,EL PINILLO,20.9222222222,-101.0611111111
11122,PRESA JALPA,20.7625,-100.6147222222
11123,BUENAVISTA,21.3861111111,-101.0597222222
11124,EL CHAPIN,20.8719444444,-101.2444444444
11125,EL NOPAL,20.6058333333,-101.8052777778
11126,EL SAVILAR,20.4177777778,-100.7730555556
11129,LA CHIRIMOYA,21.6,-101.0833333333
11130,LA LUZ,21.0636111111,-101.3386111111
11131,LAS TROJES,21.555,-101.4091666667
11132,PUROAGUA (DGE),20.0747222222,-100.4575
11133,SANTA MARIA SANABRIA,20.4186111111,-101.2994444444
11134,EL CONEJO,20.7158333333,-101.3697222222
11135,ARPEROS,21.1002777778,-101.3983333333
11136,LA JOYITA,20.6688888889,-101.0069444444
11137,PRESA LA PURISIMA,20.87,-101.2947222222
11138,PRESA LA GAVIA,20.8425,-101.5938888889
11139,CAMINO BLANCO,20.1758333333,-100.6422222222
11140,EL CARBON,21.2694444444,-101.1355555556
11141,CIENEGA DE NEGROS,21.1733333333,-101.2416666667
11142,EL CUBO,20.2802777778,-100.8997222222
11143,EL GALLO,20.5097222222,-101.8175
11144,EL CHARAPE,20.9191666667,-100.4313888889
11145,LA GAVIA,20.3980555556,-100.8855555556
11146,LAS JICAMAS,20.2758333333,-101.3588888889
11147,MIRAFLORES,20.7755555556,-100.9330555556
11148,EL OBRAJE,20.6677777778,-100.6080555556
11149,PARACUARO,20.1105555556,-100.7236111111
11150,SAN JOSE EL ALTO,20.7094444444,-101.2619444444
11151,TACUBAYA,20.3055555556,-101.7827777778
11153,LA LABORCITA,21.1055555556,-101.5555555556
11154,SAN FRANCISCO DE DURAN,21.0052777778,-101.6211111111
11155,CORRAL DE PIEDRAS,20.9747222222,-100.5933333333
11156,EL DORMIDO,20.1272222222,-101.0283333333
11157,PE?UELAS,20.8808333333,-101.8555555556
11158,PI?ICUARO,20.0488888889,-101.2408333333
11159,PRESA EL BARRIAL,21.0486111111,-101.8383333333
11160,SAN ISIDRO,20.5777777778,-101.5372222222
11161,EL VERGEL,21.45,-100.6636111111
11162,COMANJILLA,21.0680555556,-101.4747222222
11163,LA JAULA,21.5125,-100.7522222222
11164,EL COPAL,20.7408333333,-101.3352777778
11165,CHICHIMEQUILLAS,21.0419444444,-101.4361111111
11166,EL GIGANTE,19.9725,-100.4511111111
11167,SAN J. P. DE ARRIBA,20.9972222222,-100.3861111111
11168,SAN JUAN TEMASCATIO,20.7341666667,-101.2094444444
11169,TRES GUERRAS,20.6322222222,-100.775
11170,C.E.M.S.I. IRAPUATO,20.6888888889,-101.3783333333
11171,JARAL DEL PROGRESO,20.3797222222,-101.0561111111
13001,ACAYUCA,20.0297222222,-98.8419444444
13002,APAN (DGE),19.7072222222,-98.4491666667
13003,CALNALI,20.9,-98.5833333333
13005,CHARCO DEL ZACATON,19.6166666667,-98.6666666667
13006,CIUDAD SAHAGUN,19.7716666667,-98.5805555556
13007,CORRALEJO,19.6333333333,-98.6666666667
13008,EL MANANTIAL,19.8516666667,-98.9363888889
13009,EPAZOYUCAN,20.0172222222,-98.6355555556
13010,GENERAL PEDRO MARIA ANAYA,20.1552777778,-99.3483333333
13011,HUEJUTLA,21.14,-98.4191666667
13012,HUICHAPAN,20.3713888889,-99.6488888889
13013,IXMIQUILPAN (SMN),20.4819444444,-99.2208333333
13014,LLANO CHICO,19.6719444444,-98.5452777778
13015,SAN AGUSTIN METZIQUITITLAN,20.5333333333,-98.6333333333
13016,MINERAL DEL MONTE,20.15,-98.6666666667
13017,EL CHICO,20.2166666667,-98.7333333333
13018,MIXQUIAHUALA (SMN),20.2347222222,-99.2186111111
13019,MOLANGO,20.7833333333,-98.7166666667
13020,NOPALAPA,20.0152777778,-98.7122222222
13021,SAN FELIPE ORIZATLAN (SMN),21.1711111111,-98.6077777778
13024,POTRERITO,19.6011111111,-98.6402777778
13025,PROGRESO,20.2391666667,-99.1838888889
13026,ALFAJAYUCAN (SMN),20.4166666667,-99.3333333333
13027,SAN JERONIMO,19.8152777778,-98.4841666667
13028,SAN MIGUEL ALLENDE,19.8736111111,-98.4044444444
13029,SAN LORENZO SAYULA,19.9872222222,-98.2972222222
13030,SAN RAFAEL MAZATEPEC,19.8647222222,-98.3558333333
13031,SANTIAGO TULANTEPEC,20.0444444444,-98.3683333333
13032,SANTO TOMAS,19.9016666667,-98.5688888889
13033,SINGUILUCAN,19.9647222222,-98.5130555556
13034,TENANGO DE DORIA,20.3386111111,-98.2258333333
13035,TEZONTEPEC (SMN),20.1925,-99.2725
13036,TIZAYUCA (SMN),19.8430555556,-98.9786111111
13037,TLANALAPA,19.8177777778,-98.6041666667
13038,TLANCHINOL (DGE),20.9833333333,-98.65
13039,TOLCAYUCA,19.9577777778,-98.9227777778
13040,TULA (SMN),20.05,-99.35
13042,ZACUALTIPAN (SMN),20.6466666667,-98.655
13043,ZEMPOALA,19.915,-98.6697222222
13044,ZIMAPAN,20.8236111111,-99.4275
13045,APAN (SMN),19.7166666667,-98.45
13046,LAGUNA DE APAN,19.7,-98.4833333333
13047,TEZONTEPEC (DGE),20.2,-99.2666666667
13048,TLANCHINOL (SMN),20.9902777778,-98.6569444444
13049,RANCHO LA SOLEDAD (CFE),20.0666666667,-99.2666666667
13050,ZACUALTIPAN (DGE),20.6438888889,-98.6530555556
13051,JACALA,21.005,-99.19
13052,GENERAL PISAFLORES,21.2,-99
13053,TECOZAUTLA,20.5333333333,-99.6333333333
13055,IROLO,19.7325,-98.5955555556
13056,PACHUCA,20.1166666667,-98.7333333333
13057,ZACATE GRANDE,21.1161111111,-99.0025
13059,ACATLAN,20.1416666667,-98.4405555556
13060,ACTOPAN,20.2719444444,-98.9416666667
13061,ALCHOLOYA,20.2272222222,-98.4486111111
13062,BINOLA,20.1797222222,-99.3430555556
13063,PRESA BOQUILLA TECOLOTE,20.4166666667,-99.2166666667
13064,CHAPANTONGO,20.2869444444,-99.4102777778
13065,ENCARNACION,20.8777777778,-99.2083333333
13066,C.E.T.A. 006 MOLANGO,20.7186111111,-98.7302777778
13067,LOS ALAMOS,20.4402777778,-98.5741666667
13068,EL SALTO,19.935,-99.2836111111
13069,EL MEZQUITAL KM. 150,20.4330555556,-99.1494444444
13070,SANTUARIO,20.6630555556,-99.1361111111
13071,EL TAJO,20.4625,-98.6763888889
13072,E.T.A. 027 NOPALA,20.2166666667,-99.75
13073,IGNACIO ZARAGOZA,20.1297222222,-99.0016666667
13074,IXMIQUILPAN (DGE),20.4666666667,-99.2333333333
13075,JASSO,19.9902777778,-99.3252777778
13076,JONACAPA,20.4366666667,-99.5325
13077,METZTITLAN,20.5916666667,-98.7572222222
13078,MIXQUIAHUALA (DGE),20.2166666667,-99.2166666667
13079,PRESA EL GIRON,19.975,-98.5263888889
13080,PRESA ENDHO,20.16,-99.3641666667
13081,PRESA GOLONDRINAS,20.4361111111,-99.3763888889
13082,PRESA LA ESPERANZA,20.0644444444,-98.345
13083,PRESA MADERO,20.3233333333,-99.7216666667
13084,PRESA REQUENA,19.9638888889,-99.3125
13085,PRESA TEZOYO,19.725,-98.3991666667
13086,SANTIAGO TEZONTLALE (CFE),20.1613888889,-99.0983333333
13087,SAN CRISTOBAL,20.6413888889,-98.8286111111
13088,TASQUILLO,20.5561111111,-99.3036111111
13089,TEPEJI DEL RIO,19.9022222222,-99.3383333333
13090,RIO SALADO,20.1852777778,-99.2527777778
13091,TIZAYUCA (DGE),19.8238888889,-98.9544444444
13092,TULA (DGE),20.0561111111,-99.3477777778
13093,VENADOS,20.4716666667,-98.6688888889
13094,ACAXOCHITLAN,20.1583333333,-98.2055555556
13095,AGUA BLANCA,20.3461111111,-98.3583333333
13096,ATOTONILCO,20.2816666667,-98.66
13097,CHILCUAUTLA,20.3208333333,-99.2316666667
13098,HUASCA,20.21,-98.5777777778
13099,METEPEC,20.2375,-98.3202777778
13100,OMITLAN,20.1727777778,-98.6463888889
13101,SAN BARTOLO,20.2333333333,-99.4833333333
13104,CHAPULHUACAN,21.1555555556,-98.9036111111
13105,CARDONAL,20.6144444444,-99.1138888889
13106,AJACUBA (SMN),20.0894444444,-99.1163888889
13108,E.T.A. 285 SAN SALVADOR,20.28,-99.0208333333
13109,E.T.A. 385 SANTIAGO DE ANAYA,20.3805555556,-98.9661111111
13111,AJACUBA (DGE),20.0961111111,-99.1225
